dur,proto,service,state,spkts,dpkts,sbytes,dbytes,rate,sttl,dttl,sload,dload,sloss,dloss,sinpkt,dinpkt,sjit,djit,swin,stcpb,dtcpb,dwin,tcprtt,synack,ackdat,smean,dmean,trans_depth,response_body_len,ct_srv_src,ct_state_ttl,ct_dst_ltm,ct_src_dport_ltm,ct_dst_sport_ltm,ct_dst_src_ltm,is_ftp_login,ct_ftp_cmd,ct_flw_http_mthd,ct_src_ltm,ct_srv_dst,is_sm_ips_ports
3.00E-06,udp,dns,INT,2,0,114,0,333333.3215,254,0,1.52E+08,0,0,0,0.003,0,0,0,0,0,0,0,0,0,0,57,0,0,0,33,2,18,17,17,33,0,0,0,17,33,0
0.706265,tcp,ftp,FIN,24,14,17442,890,52.38827,254,252,189345.3594,9367.588867,9,4,28.599261,51.143,1926.677735,63.725371,255,2913448687,1562351646,255,0.102444,0.041398,0.061046,727,64,0,0,1,1,1,1,1,1,0,0,0,1,1,0
0.799328,tcp,http,FIN,10,6,1098,268,18.765763,254,252,9898.314453,2241.883057,2,1,83.730222,141.878594,4642.724168,218.932391,255,2041978020,2834681187,255,0.166691,0.089932,0.076759,110,45,1,0,1,1,2,1,1,1,0,0,1,2,1,0
1.078167,sctp,-,CON,4,2,728,384,4.637501,254,60,4051.320557,1424.640259,0,0,359.389,0.003,508.239375,0,0,0,0,0,0,0,0,182,192,0,0,1,0,1,1,1,1,0,0,0,1,1,0
0.232821,tcp,http,FIN,10,8,810,1542,73.017468,62,252,25049.28711,46387.56641,2,2,25.869,31.404428,1391.508496,55.648484,255,2030617389,266082736,255,0.054581,0.006867,0.047714,81,193,1,339,1,1,1,1,1,1,0,0,1,1,1,0
0.679067,tcp,-,FIN,10,6,530,268,22.089131,254,252,5619.474609,2638.914795,2,1,61.227111,111.237398,3580.296648,142.9345,255,2258201316,563559308,255,0.274055,0.122875,0.15118,53,45,0,0,6,1,1,1,1,4,0,0,0,1,4,0
8.00E-06,udp,dns,INT,2,0,114,0,125000.0003,254,0,5.70E+07,0,0,0,0.008,0,0,0,0,0,0,0,0,0,0,57,0,0,0,49,2,41,41,22,49,0,0,0,42,49,0
0.91978,tcp,-,FIN,10,8,534,354,18.48268,254,252,4183.608887,2696.296875,2,1,102.089778,115.304711,5532.416302,183.261359,255,3925902022,387915509,255,0.183661,0.112638,0.071023,53,44,0,0,4,1,1,1,1,4,0,0,0,1,4,0
0.213658,tcp,http,FIN,10,6,598,268,70.205654,254,252,20181.78516,8387.235352,2,1,23.739778,38.104801,1152.51092,59.321645,255,3357913527,4122219453,255,0.045909,0.022422,0.023487,60,45,1,0,13,1,5,4,2,13,0,0,4,4,14,0
0,arp,-,INT,1,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,2,2,2,2,2,2,0,0,0,2,2,1
8.00E-06,udp,-,INT,2,0,184,0,125000.0003,254,0,9.20E+07,0,0,0,0.008,0,0,0,0,0,0,0,0,0,0,92,0,0,0,5,2,2,2,1,5,0,0,0,3,5,0
8.00E-06,tcp,-,REQ,2,0,90,0,125000.0003,254,0,4.50E+07,0,1,0,0.008,0,0,0,255,0,0,0,0,0,0,45,0,0,0,7,6,4,1,1,7,0,0,0,4,7,0
0.287423,tcp,-,CON,6,2,986,86,24.354348,62,252,22879.16992,1196.842163,2,1,57.4846,0.004,3501.338666,0,255,2271847729,2205697863,255,0.243731,0.137531,0.1062,164,43,0,0,9,3,3,3,1,8,0,0,0,3,8,0
0.15825,tcp,-,FIN,10,6,630,268,94.786727,254,252,28663.50586,11323.85449,2,1,16.564,28.5294,1006.998262,47.650922,255,3370848200,2359699165,255,0.035568,0.015602,0.019966,63,45,0,0,7,1,2,2,1,7,0,0,0,2,7,0
0.498575,tcp,-,FIN,10,6,594,268,30.085744,254,252,8584.46582,3594.243652,2,1,50.786667,89.738797,2911.620112,136.832812,255,2430274607,2078964467,255,0.104311,0.049877,0.054434,59,45,0,0,12,1,2,2,1,12,0,0,0,2,12,0
0.852259,tcp,http,FIN,10,8,1720,354,19.946988,254,252,14530.79395,2909.913574,2,1,89.576222,115.718,5477.651417,177.547625,255,594893562,328983692,255,0.128566,0.042232,0.086334,172,44,0,0,2,1,2,1,1,1,0,0,0,2,1,0
8.00E-06,udp,dns,INT,2,0,114,0,125000.0003,254,0,5.70E+07,0,0,0,0.008,0,0,0,0,0,0,0,0,0,0,57,0,0,0,33,2,33,33,17,34,0,0,0,33,33,0
9.00E-06,udp,dns,INT,2,0,114,0,111111.1072,254,0,50666664,0,0,0,0.009,0,0,0,0,0,0,0,0,0,0,57,0,0,0,33,2,33,33,16,33,0,0,0,33,33,0
9.00E-06,ipv6,-,INT,2,0,86,0,111111.1072,254,0,38222220,0,0,0,0.009,0,0,0,0,0,0,0,0,0,0,43,0,0,0,1,2,1,1,1,1,0,0,0,2,1,0
5.959875,tcp,smtp,FIN,200,48,231482,2882,41.443821,62,252,309167.5625,3787.998779,95,8,30.097212,124.086359,3801.830561,200.506203,255,851131632,177550146,255,0.247824,0.127815,0.120009,1157,60,0,0,1,1,1,1,1,1,0,0,0,1,1,0
0.441347,tcp,-,FIN,10,6,760,268,33.986863,254,252,12398.40723,4060.297119,2,1,47.527556,69.620398,2477.110094,111.81232,255,1459666480,2548364365,255,0.165275,0.093236,0.072039,76,45,0,0,6,1,2,2,1,6,0,0,0,2,7,0
59.423801,ospf,-,INT,32,0,3456,0,0.521676,254,0,450.728485,0,0,0,1916.896625,0,2320.76525,0,0,0,0,0,0,0,0,108,0,0,0,1,2,1,1,1,1,0,0,0,2,1,0
0.621675,tcp,-,FIN,34,12,28092,642,72.385087,254,252,350871.4375,7579.522949,14,3,18.393696,51.547363,1394.865824,66.874336,255,2868314061,1265155882,255,0.131656,0.054646,0.07701,826,54,0,0,4,1,1,1,1,4,0,0,0,1,4,0
0.625404,tcp,-,FIN,10,8,2516,354,27.182429,254,252,28973.27148,3965.436768,2,1,69.489333,80.779711,4136.708513,130.466453,255,2273986658,1511879175,255,0.132227,0.059189,0.073038,252,44,0,0,5,1,1,1,1,4,0,0,0,4,4,0
0.14509,tcp,-,CON,6,2,986,86,48.245917,62,252,45323.59375,2370.942139,2,1,29.018,0.003,1597.638838,0,255,3400911272,4037131178,255,0.106021,0.053706,0.052315,164,43,0,0,12,3,6,6,1,12,0,0,0,6,13,0
23.268108,sctp,-,CON,250,24,248562,1652,11.732797,254,60,85118.39063,544.608093,0,0,93.446219,306.675,128.423445,360.513219,0,0,0,0,0,0,0,994,69,0,0,1,0,1,1,1,1,0,0,0,1,1,0
1.153963,tcp,-,FIN,12,6,3612,268,14.731842,254,252,22953.94336,1552.909424,3,1,99.953639,208.834406,6879.293027,366.215719,255,2302646492,229034225,255,0.230253,0.109789,0.120464,301,45,0,0,1,1,1,1,1,1,0,0,0,1,1,0
0.743153,tcp,-,FIN,14,12,810,678,33.640449,254,252,8106.002441,6695.794922,4,4,57.165615,61.598637,2981.510435,71.720062,255,1322261024,1700306243,255,0.136299,0.064727,0.071572,58,57,0,0,7,1,1,1,1,6,0,0,0,1,6,0
0,arp,-,INT,1,0,46,0,0,0,0,0,0,0,0,60000.752,0,0,0,0,0,0,0,0,0,0,46,0,0,0,2,2,2,2,2,2,0,0,0,2,2,1
5.00E-06,sctp,-,INT,2,0,78,0,200000.0051,254,0,62400000,0,0,0,0.005,0,0,0,0,0,0,0,0,0,0,39,0,0,0,1,2,1,1,1,1,0,0,0,1,1,0
9.00E-06,tcf,-,INT,2,0,200,0,111111.1072,254,0,88888888,0,0,0,0.009,0,0,0,0,0,0,0,0,0,0,100,0,0,0,5,2,3,3,3,5,0,0,0,28,5,0
0,arp,-,INT,1,0,46,0,0,0,0,0,0,0,0,60000.56,0,0,0,0,0,0,0,0,0,0,46,0,0,0,2,2,2,2,2,2,0,0,0,2,2,1
1.826482,tcp,-,FIN,112,20,135649,870,71.722577,254,252,588839.0625,3622.263916,53,1,16.014378,93.158898,1865.930983,135.891125,255,3886138216,2148360591,255,0.1405,0.056462,0.084038,1211,44,0,0,3,1,1,1,1,3,0,0,0,1,4,0
5.30E-05,swipe,-,INT,1,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,4,2,1,1,1,4,0,0,0,3,4,0
1.323021,tcp,ftp-data,FIN,8,10,364,6134,12.84938,62,252,1928.918701,33384.19922,1,3,189.002996,133.736,12873.76502,10211.39874,255,3267084881,1768469884,255,0.189834,0.118721,0.071113,46,613,0,0,1,1,2,1,1,2,0,0,0,3,1,0
9.851665,tcp,pop3,FIN,80,366,3526,476003,45.170032,62,252,2827.54248,385480.4375,7,179,124.704619,26.804849,8357.018815,3552.038386,255,4167839103,3254996261,255,0.149175,0.066178,0.082997,44,1301,0,0,1,1,1,1,1,1,0,0,0,3,1,0
8.00E-06,udp,dns,INT,2,0,114,0,125000.0003,254,0,5.70E+07,0,0,0,0.008,0,0,0,0,0,0,0,0,0,0,57,0,0,0,45,2,36,36,19,45,0,0,0,36,45,0
3.00E-06,udp,dns,INT,2,0,114,0,333333.3215,254,0,1.52E+08,0,0,0,0.003,0,0,0,0,0,0,0,0,0,0,57,0,0,0,14,2,15,14,14,14,0,0,0,14,14,0
5.00E-06,udp,dns,INT,2,0,114,0,200000.0051,254,0,91200000,0,0,0,0.005,0,0,0,0,0,0,0,0,0,0,57,0,0,0,16,2,12,12,12,16,0,0,0,12,16,0
9.00E-06,ipnip,-,INT,2,0,180,0,111111.1072,254,0,8.00E+07,0,0,0,0.009,0,0,0,0,0,0,0,0,0,0,90,0,0,0,4,2,3,4,3,3,0,0,0,4,3,0
8.00E-06,mfe-nsp,-,INT,2,0,200,0,125000.0003,254,0,1.00E+08,0,0,0,0.008,0,0,0,0,0,0,0,0,0,0,100,0,0,0,5,2,2,2,2,5,0,0,0,2,5,0
0,arp,-,INT,1,0,46,0,0,0,0,0,0,0,0,60000.792,0,15.492036,0,0,0,0,0,0,0,0,46,0,0,0,1,2,1,1,1,1,0,0,0,1,1,1
3.00E-06,udp,dns,INT,2,0,114,0,333333.3215,254,0,1.52E+08,0,0,0,0.003,0,0,0,0,0,0,0,0,0,0,57,0,0,0,30,2,18,17,17,30,0,0,0,18,30,0
1.512633,tcp,smtp,FIN,90,30,94247,2310,78.67077,62,252,492915.3438,11809.87109,42,8,16.995876,48.947586,1885.037712,84.614984,255,4273403045,2687632953,255,0.111659,0.080155,0.031504,1047,77,0,0,1,1,1,1,1,1,0,0,0,1,1,0
0.993456,tcp,-,FIN,14,10,774,556,23.151503,254,252,5789.88916,4034.401123,4,3,73.315692,96.654336,4115.356564,126.723539,255,1124132705,3114628707,255,0.18414,0.12356,0.06058,55,56,0,0,3,1,1,1,1,3,0,0,0,10,3,0
5.00E-06,sps,-,INT,2,0,200,0,200000.0051,254,0,1.60E+08,0,0,0,0.005,0,0,0,0,0,0,0,0,0,0,100,0,0,0,3,2,2,1,1,4,0,0,0,2,3,0
4.70E-05,swipe,-,INT,1,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,4,2,2,1,1,4,0,0,0,2,4,0
0.83362,tcp,-,FIN,10,6,996,268,17.99381,254,252,8608.238281,2149.6604,2,1,92.495667,145.353203,4627.841984,231.962641,255,848305302,451693327,255,0.154377,0.10685,0.047527,100,45,0,0,4,1,1,1,1,3,0,0,0,1,3,0
0.678103,tcp,-,FIN,10,6,498,268,22.120532,254,252,5297.130371,2642.66626,2,1,72.975,102.701,3889.513549,138.047937,255,1571575177,3113359374,255,0.27995,0.164596,0.115354,50,45,0,0,4,1,1,1,1,4,0,0,0,1,4,0
0.355509,tcp,http,FIN,10,8,964,2334,47.81876,62,252,19532.55664,45973.51953,2,2,39.501,42.01343,2015.338516,61.207641,255,83211199,3944870270,255,0.079114,0.031582,0.047532,96,292,1,764,2,1,1,1,1,2,0,0,1,1,2,0
9.00E-06,udp,dns,INT,2,0,114,0,111111.1072,254,0,50666664,0,0,0,0.009,0,0,0,0,0,0,0,0,0,0,57,0,0,0,26,2,9,9,9,26,0,0,0,9,26,0
1.195728,tcp,ftp-data,FIN,8,8,364,1554,12.54466,62,252,2134.264648,9099.05957,1,2,170.818281,153.619,11159.49158,311.796281,255,3818317010,1318261994,255,0.20873,0.087068,0.121662,46,194,0,0,1,1,1,1,1,1,0,0,0,2,1,0
8.00E-06,tcp,-,REQ,2,0,90,0,125000.0003,254,0,4.50E+07,0,1,0,0.008,0,0,0,255,0,0,0,0,0,0,45,0,0,0,15,6,9,1,1,15,0,0,0,9,15,0
0.778701,tcp,http,FIN,10,8,824,1238,21.831229,62,252,7622.95166,11136.49512,2,2,86.424,98.599141,4646.225185,148.938297,255,271688821,3323713988,255,0.179929,0.088503,0.091426,82,155,1,217,2,1,1,1,1,2,0,0,1,2,2,0
1.29429,tcp,ftp-data,FIN,8,8,364,718,11.589366,62,252,1971.737427,3887.845947,1,2,184.898576,168.313578,12392.54141,330.502094,255,2250524380,1962879593,255,0.192795,0.115251,0.077544,46,90,0,0,1,1,2,1,1,2,0,0,0,2,1,0
1.826482,tcp,-,FIN,112,20,135649,870,71.722577,254,252,588839.0625,3622.263916,53,1,16.014378,93.158898,1865.930983,135.891125,255,3886138216,2148360591,255,0.1405,0.056462,0.084038,1211,44,0,0,2,1,1,1,1,2,0,0,0,1,2,0
0.551738,tcp,-,FIN,10,6,632,268,27.186816,254,252,8250.291992,3247.918213,1,0,10854.0049,18092.358,1080184.118,40251.26,255,992918978,480876375,255,0.081563,0.053024,0.028539,63,45,0,0,16,1,3,2,2,14,0,0,0,4,14,0
0,arp,-,INT,1,0,46,0,0,0,0,0,0,0,0,60000.696,0,0,0,0,0,0,0,0,0,0,46,0,0,0,2,2,2,2,2,2,0,0,0,2,2,1
0,arp,-,INT,1,0,46,0,0,0,0,0,0,0,0,60000.68,0,0,0,0,0,0,0,0,0,0,46,0,0,0,2,2,2,2,2,2,0,0,0,2,2,1
0.213694,tcp,http,FIN,10,12,828,8000,98.271357,62,252,27927.7832,274560.8125,2,4,23.743778,17.040363,1156.495485,1515.891012,255,1967877531,2016393356,255,0.054328,0.007984,0.046344,83,667,1,3501,1,1,1,1,1,1,0,0,1,1,1,0
9.00E-06,mhrp,-,INT,2,0,200,0,111111.1072,254,0,88888888,0,0,0,0.009,0,0,0,0,0,0,0,0,0,0,100,0,0,0,8,2,4,4,4,15,0,0,0,4,8,0
0.463148,tcp,-,FIN,10,6,718,268,32.387056,254,252,11175.69336,3869.173584,2,1,45.593889,72.539797,2522.926209,107.564867,255,1550561079,2761250985,255,0.172574,0.10044,0.072134,72,45,0,0,4,1,1,1,1,3,0,0,0,1,3,0
0.57613,tcp,-,FIN,20,8,17930,354,46.864425,254,252,236529.9688,4304.584473,7,1,28.771632,61.56657,2378.590458,78.608844,255,3147647196,4196051419,255,0.247059,0.145161,0.101898,897,44,0,0,5,1,1,1,1,3,0,0,0,2,3,0
1.00E-06,unas,-,INT,2,0,200,0,1000000.003,254,0,8.00E+08,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,100,0,0,0,6,2,3,3,3,6,0,0,0,23,6,0
8.00E-06,udp,dns,INT,2,0,114,0,125000.0003,254,0,5.70E+07,0,0,0,0.008,0,0,0,0,0,0,0,0,0,0,57,0,0,0,29,2,13,13,13,29,0,0,0,13,29,0
1.790449,tcp,-,FIN,12,10,2569,442,11.728901,254,252,10522.5,1778.324829,3,2,155.697091,187.960438,10479.9493,264.936594,255,3808062475,469837974,255,0.154373,0.098802,0.055571,214,44,0,0,1,1,1,1,1,1,0,0,0,1,1,0
0,arp,-,INT,1,0,46,0,0,0,0,0,0,0,0,60000.608,0,10.954507,0,0,0,0,0,0,0,0,46,0,0,0,1,2,1,1,1,1,0,0,0,1,1,1
0.653638,tcp,-,FIN,10,8,534,354,26.00828,254,252,5887.050781,3794.148926,2,1,67.110889,82.111,4460.476451,128.302125,255,2074928607,2238523010,255,0.136559,0.078852,0.057707,53,44,0,0,5,1,2,2,1,5,0,0,0,2,5,0
59.988247,arp,-,INT,2,0,92,0,0.01667,0,0,6.134535,0,0,0,59988.248,0,0,0,0,0,0,0,0,0,0,46,0,0,0,1,2,1,1,1,1,0,0,0,1,1,1
2.663947,tcp,ftp,FIN,22,24,1166,1692,16.892227,62,252,3342.408691,4870.967773,7,9,126.854622,110.351954,6381.354985,7652.725345,255,963011431,4197675361,255,0.160193,0.12503,0.035163,53,71,0,0,1,1,2,1,1,2,1,1,0,2,1,0
3.00E-06,udp,dns,INT,2,0,114,0,333333.3215,254,0,1.52E+08,0,0,0,0.003,0,0,0,0,0,0,0,0,0,0,57,0,0,0,33,2,17,17,17,33,0,0,0,17,33,0
5.00E-06,ipv6,-,INT,2,0,200,0,200000.0051,254,0,1.60E+08,0,0,0,0.005,0,0,0,0,0,0,0,0,0,0,100,0,0,0,7,2,2,2,2,7,0,0,0,4,7,0
8.00E-06,xtp,-,INT,2,0,200,0,125000.0003,254,0,1.00E+08,0,0,0,0.008,0,0,0,0,0,0,0,0,0,0,100,0,0,0,7,2,3,3,3,7,0,0,0,3,7,0
9.00E-06,tp++,-,INT,2,0,200,0,111111.1072,254,0,88888888,0,0,0,0.009,0,0,0,0,0,0,0,0,0,0,100,0,0,0,4,2,2,1,1,4,0,0,0,1,4,0
8.00E-06,udp,dns,INT,2,0,114,0,125000.0003,254,0,5.70E+07,0,0,0,0.008,0,0,0,0,0,0,0,0,0,0,57,0,0,0,33,2,35,33,17,33,0,0,0,33,33,0
0.621903,tcp,-,FIN,10,6,738,268,24.119517,254,252,8554.388672,2881.478271,2,1,63.637111,104.332,3286.820438,161.352469,255,665845455,3691662787,255,0.172493,0.100234,0.072259,74,45,0,0,4,1,1,1,1,4,0,0,0,1,4,0
4.00E-06,unas,-,INT,2,0,200,0,250000.0006,254,0,2.00E+08,0,0,0,0.004,0,0,0,0,0,0,0,0,0,0,100,0,0,0,3,2,2,2,2,3,0,0,0,3,3,0
9.00E-06,udp,dns,INT,2,0,114,0,111111.1072,254,0,50666664,0,0,0,0.009,0,0,0,0,0,0,0,0,0,0,57,0,0,0,34,2,34,34,16,34,0,0,0,34,34,0
9.00E-06,udp,dns,INT,2,0,114,0,111111.1072,254,0,50666664,0,0,0,0.009,0,0,0,0,0,0,0,0,0,0,57,0,0,0,24,2,12,12,5,24,0,0,0,12,24,0
0.461495,tcp,http,FIN,10,8,886,354,36.836801,254,252,13833.30273,5373.839355,2,1,51.277222,58.646,3203.455896,110.532492,255,256987977,3152849552,255,0.100378,0.049936,0.050442,89,44,1,0,2,1,1,1,1,1,0,0,1,16,1,0
2.796662,tcp,smtp,FIN,66,28,63333,2048,33.253928,62,252,178424.125,5649.592285,30,8,43.025568,100.992812,3470.521093,122.791023,255,3248381900,2482437332,255,0.102032,0.069442,0.03259,960,73,0,0,1,1,1,1,1,1,0,0,0,1,1,0
5.00E-06,unas,-,INT,2,0,200,0,200000.0051,254,0,1.60E+08,0,0,0,0.005,0,0,0,0,0,0,0,0,0,0,100,0,0,0,4,2,1,1,1,4,0,0,0,2,4,0
8.00E-06,tcp,-,REQ,2,0,90,0,125000.0003,254,0,4.50E+07,0,1,0,0.008,0,0,0,255,0,0,0,0,0,0,45,0,0,0,11,6,4,1,1,11,0,0,0,4,11,0
6.00E-06,udp,dns,INT,2,0,114,0,166666.6608,254,0,7.60E+07,0,0,0,0.006,0,0,0,0,0,0,0,0,0,0,57,0,0,0,30,2,18,18,18,30,0,0,0,19,30,0
0.576328,tcp,ftp-data,FIN,8,10,364,3754,29.497093,62,252,4428.03418,46903.84766,1,3,82.332571,58.003556,5332.29296,4650.718664,255,1754475990,822677845,255,0.096297,0.036891,0.059406,46,375,0,0,2,1,2,1,1,2,0,0,0,2,1,0
9.00E-06,udp,dns,INT,2,0,114,0,111111.1072,254,0,50666664,0,0,0,0.009,0,0,0,0,0,0,0,0,0,0,57,0,0,0,21,2,15,15,15,21,0,0,0,15,21,0
4.00E-06,udp,-,INT,2,0,78,0,250000.0006,254,0,7.80E+07,0,0,0,0.004,0,0,0,0,0,0,0,0,0,0,39,0,0,0,15,2,3,2,1,10,0,0,0,4,10,0
1.639111,tcp,smtp,FIN,40,22,30915,1750,37.215294,62,252,147118.7656,8155.640137,17,8,42.028486,74.555,3095.598809,105.10668,255,2157751457,3668137478,255,0.121995,0.043176,0.078819,773,80,0,0,1,1,1,1,1,1,0,0,0,1,1,0
0.559548,tcp,-,FIN,10,6,546,268,26.807351,254,252,7034.249023,3202.584717,2,1,62.063222,94.922797,3093.362077,138.759078,255,278832090,2907464520,255,0.14659,0.084928,0.061662,55,45,0,0,9,1,1,1,1,7,0,0,0,1,7,0
3.00E-06,tcp,-,REQ,2,0,90,0,333333.3215,254,0,119999992,0,1,0,0.003,0,0,0,255,0,0,0,0,0,0,45,0,0,0,14,6,4,1,1,14,0,0,0,4,14,0
0.964967,tcp,http,FIN,10,18,1126,14578,27.980231,62,252,8406.504883,114151.0547,2,6,107.218556,51.627175,6101.050374,4612.454111,255,3267880592,53716491,255,0.149695,0.086585,0.06311,113,810,1,6605,1,1,1,1,1,1,0,0,1,2,1,0
0.948751,tcp,http,FIN,12,8,890,1238,20.02633,62,252,6880.625488,9140.438477,2,2,86.250092,100.716711,5345.991538,150.917563,255,1117693164,3757479134,255,0.27599,0.221557,0.054433,74,155,1,217,5,1,1,1,1,4,0,0,1,1,4,0
1.268619,tcp,http,FIN,10,12,772,4316,16.553434,62,252,4382.71875,24953.11914,2,3,140.957667,108.832912,8078.521937,8364.518827,255,3849310625,2951726308,255,0.128208,0.070665,0.057543,77,360,1,1663,1,1,1,1,1,1,0,0,1,1,7,0
8.63631,tcp,pop3,FIN,108,556,4720,741320,76.768901,62,252,4332.40625,685465.9375,7,276,81.278437,15.373804,4024.475626,1770.516649,255,2868944423,139891533,255,0.183765,0.103848,0.079917,44,1333,0,0,1,1,1,1,1,1,0,0,0,2,1,0
1.00E-05,udp,-,INT,2,0,104,0,100000.0025,254,0,41600000,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,52,0,0,0,2,2,1,1,1,2,0,0,0,1,2,0
0.879049,tcp,-,FIN,10,8,610,354,19.339081,254,252,4996.308594,2821.230713,1,0,8945.7848,11179.77,885756.0456,29294.908,255,1548056800,928851455,255,0.099,0.042641,0.056359,61,44,0,0,6,1,2,2,2,6,0,0,0,2,7,0
2.791708,tcp,-,FIN,10,8,1646,354,6.089462,254,252,4246.862305,888.345032,2,1,310.189778,387.267562,22311.59305,854.650688,255,282509921,2425093536,255,0.211956,0.080242,0.131714,165,44,0,0,3,1,1,1,1,1,0,0,0,1,1,0
0.315464,tcp,http,FIN,10,10,850,4916,60.228744,62,252,19399.99609,112215.6641,2,3,35.051556,30.204444,1677.70477,1788.821763,255,1560064935,3616739127,255,0.075887,0.042827,0.03306,85,492,1,2009,1,1,1,1,1,1,0,0,1,1,1,0
0,arp,-,INT,1,0,46,0,0,0,0,0,0,0,0,60000.592,0,0,0,0,0,0,0,0,0,0,46,0,0,0,2,2,2,2,2,2,0,0,0,2,2,1
0,arp,-,INT,1,0,46,0,0,0,0,0,0,0,0,60000.616,0,0,0,0,0,0,0,0,0,0,46,0,0,0,2,2,2,2,2,2,0,0,0,2,2,1
0.843298,tcp,-,FIN,10,6,544,268,17.787306,254,252,4648.416016,2124.990234,2,1,88.087667,153.770406,4741.68276,240.790484,255,1634297396,1309215470,255,0.117507,0.074437,0.04307,54,45,0,0,3,1,2,2,2,2,0,0,0,2,2,0
0.619664,tcp,-,FIN,12,8,972,762,30.661777,254,252,11503.00781,8611.118164,3,2,55.244001,83.245711,3153.68326,115.994758,255,2092121687,307450814,255,0.086154,0.036936,0.049218,81,95,0,0,8,1,1,1,1,4,0,0,0,1,4,0
0.508773,tcp,smtp,FIN,12,10,828,678,41.275773,254,252,11934.59473,9607.427734,3,2,45.255727,50.956223,3145.24887,103.29057,255,1470495537,4143503812,255,0.096367,0.050164,0.046203,69,68,0,0,1,1,1,1,1,1,0,0,0,1,1,0
0.980128,tcp,smtp,FIN,28,20,11937,1800,47.952921,62,252,93955.07813,13957.36035,11,8,36.290739,50.243527,2453.222962,78.032289,255,2427572800,2403193389,255,0.049285,0.025492,0.023793,426,90,0,0,1,1,1,1,1,1,0,0,0,1,1,0
0.532586,tcp,-,FIN,10,6,850,268,28.164467,254,252,11491.10254,3364.714844,2,1,54.606556,81.533203,2962.186185,116.612688,255,2360596294,1000992849,255,0.169754,0.124919,0.044835,85,45,0,0,5,1,1,1,1,5,0,0,0,1,5,0
0.746778,tcp,-,FIN,10,10,608,646,25.442635,254,252,5870.553223,6234.784668,2,3,82.862556,75.630336,4358.083863,97.277977,255,3417559072,3403001882,255,0.148514,0.066096,0.082418,61,65,0,0,3,1,1,1,1,3,0,0,0,1,3,0
1.295923,tcp,ftp,FIN,22,22,1154,1660,33.180984,62,252,6802.873535,9784.532227,7,9,61.707429,60.89581,3436.910904,4461.168756,255,913583637,1799882947,255,0.062107,0.017106,0.045001,52,75,0,0,1,1,2,1,1,2,1,1,0,2,1,0
3.00E-06,pnni,-,INT,2,0,200,0,333333.3215,254,0,266666656,0,0,0,0.003,0,0,0,0,0,0,0,0,0,0,100,0,0,0,4,2,2,2,2,4,0,0,0,24,4,0
0.425649,tcp,-,FIN,16,8,8716,468,54.035134,254,252,153591.3438,7705.879883,5,2,27.245,55.101,1744.726082,78.351195,255,1514514086,3864376457,255,0.075007,0.039936,0.035071,545,59,0,0,1,1,1,1,1,1,0,0,0,13,1,0
3.00E-06,argus,-,INT,2,0,180,0,333333.3215,254,0,239999984,0,0,0,0.003,0,0,0,0,0,0,0,0,0,0,90,0,0,0,10,2,9,9,9,10,0,0,0,9,10,0
9.00E-06,udp,dns,INT,2,0,114,0,111111.1072,254,0,50666664,0,0,0,0.009,0,0,0,0,0,0,0,0,0,0,57,0,0,0,4,2,4,4,4,4,0,0,0,4,4,0
8.00E-06,udp,dns,INT,2,0,114,0,125000.0003,254,0,5.70E+07,0,0,0,0.008,0,0,0,0,0,0,0,0,0,0,57,0,0,0,16,2,17,16,16,16,0,0,0,16,16,0
0,arp,-,INT,1,0,46,0,0,0,0,0,0,0,0,60000.744,0,0,0,0,0,0,0,0,0,0,46,0,0,0,1,2,1,1,1,1,0,0,0,1,1,1
1.00E-06,sctp,-,INT,2,0,640,0,1000000.003,254,0,2.56E+09,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,320,0,0,0,1,2,1,1,1,1,0,0,0,1,1,0
0.810009,tcp,ftp-data,FIN,8,8,364,962,18.518313,62,252,3150.582275,8315.957031,1,2,115.715571,109.064,8707.665684,235.401406,255,4066364707,2027526856,255,0.057598,0.045933,0.011665,46,120,0,0,1,1,2,1,1,2,0,0,0,2,1,0
0,arp,-,INT,1,0,46,0,0,0,0,0,0,0,0,60000.672,0,0,0,0,0,0,0,0,0,0,46,0,0,0,2,2,2,2,2,2,0,0,0,2,2,1
5.00E-06,gre,-,INT,2,0,156,0,200000.0051,254,0,124800000,0,0,0,0.005,0,0,0,0,0,0,0,0,0,0,78,0,0,0,1,2,1,1,1,1,0,0,0,3,1,0
0.198321,tcp,http,FIN,10,6,926,268,75.634956,254,252,33642.42969,9035.856445,2,1,20.156667,38.435199,1081.751729,64.698172,255,2544049611,1412322071,255,0.051185,0.006106,0.045079,93,45,1,0,2,1,1,1,1,1,0,0,1,1,1,0
3.00E-06,ggp,-,INT,2,0,180,0,333333.3215,254,0,239999984,0,0,0,0.003,0,0,0,0,0,0,0,0,0,0,90,0,0,0,4,2,3,4,3,3,0,0,0,4,3,0
